Project:,Project145,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Test:,60k_r1,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Result:,Time Sweep,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Interval and data points:,1,30,,,,,,,,,,,,
Interval data:,Point No.,Time,Test Time,Temperature,Storage Modulus,Loss Modulus,Loss Factor,Complex Viscosity,Shear Strain,Shear Stress,Gap,Normal Force,Torque,Status
,,,,,,,,,,,,,,
,,[s],[s],[°C],[Pa],[Pa],[1],[mPa·s],[%],[Pa],[mm],[N],[µN·m],
,1,1,8.49,26.11,11126,0.5563,5E-05,1.7708E+06,0.789,87.813,0.7,0.07,13.213,"ME-,WMa,taD,TruStrain™"
,2,2,9.49,26.1,230.24,342.17,1.49,65639,1,4.1245,0.7,0.07,0.62061,"MV-,WMa,TruStrain™"
,3,3,10.49,26.16,1063.1,13.772,0.013,1.6921E+05,1,10.632,0.7,0.08,1.5998,"MV-,WMa,TruStrain™"
,4,4,11.49,26.2,676.35,176.46,0.261,1.1125E+05,1,7.0003,0.7,0.08,1.0533,"WMa,TruStrain™"
,5,5,12.49,26.11,673.23,175.04,0.26,1.1071E+05,1,6.9803,0.7,0.08,1.0503,"WMa,TruStrain™"
,6,6,13.49,26.14,686.11,165.41,0.241,1.1233E+05,1,7.0881,0.7,0.08,1.0665,"WMa,TruStrain™"
,7,7,14.49,26.13,680.19,178.08,0.262,1.119E+05,1,7.0649,0.7,0.07,1.063,"WMa,TruStrain™"
,8,8,15.49,26.13,689.19,167.91,0.244,1.129E+05,1,7.1288,0.7,0.07,1.0727,"WMa,TruStrain™"
,9,9,16.49,26.12,679.54,174.64,0.257,1.1167E+05,1.01,7.0515,0.7,0.07,1.061,"WMa,TruStrain™"
,10,10,17.49,26.15,685.89,173.74,0.253,1.1261E+05,1.01,7.1113,0.7,0.07,1.07,"WMa,TruStrain™"
,11,11,18.49,26.19,689.95,172.2,0.25,1.1318E+05,1.01,7.147,0.7,0.07,1.0754,"WMa,TruStrain™"
,12,12,19.49,26.16,690.94,171.3,0.248,1.133E+05,1.01,7.1545,0.7,0.07,1.0765,"WMa,TruStrain™"
,13,13,20.49,26.18,691.92,167.37,0.242,1.133E+05,1.01,7.1546,0.7,0.07,1.0765,"WMa,TruStrain™"
,14,14,21.49,26.18,681.37,189.83,0.279,1.1257E+05,1.01,7.109,0.7,0.07,1.0697,"WMa,TruStrain™"
,15,15,22.49,26.12,723.18,151.99,0.21,1.1761E+05,1,7.4266,0.7,0.07,1.1175,"WMa,TruStrain™"
,16,16,23.49,26.12,663.45,197.11,0.297,1.1015E+05,1.01,6.9569,0.7,0.07,1.0468,"WMa,TruStrain™"
,17,17,24.49,26.15,729.24,155.56,0.213,1.1867E+05,1,7.4931,0.7,0.07,1.1275,"WMa,TruStrain™"
,18,18,25.49,26.16,670.32,184.53,0.275,1.1065E+05,1.01,6.9881,0.7,0.07,1.0515,"WMa,TruStrain™"
,19,19,26.49,26.15,699.58,170.64,0.244,1.1461E+05,1,7.2369,0.7,0.07,1.0889,"WMa,TruStrain™"
,20,20,27.49,26.1,697.4,172.79,0.248,1.1435E+05,1.01,7.2212,0.7,0.07,1.0866,"WMa,TruStrain™"
,21,21,28.49,26.23,702.86,171.1,0.243,1.1513E+05,1.01,7.2702,0.7,0.07,1.0939,"WMa,TruStrain™"
,22,22,29.49,26.22,703.49,174.27,0.248,1.1535E+05,1.01,7.2839,0.7,0.07,1.096,"WMa,TruStrain™"
,23,23,30.49,26.1,692.48,175.98,0.254,1.1371E+05,1.01,7.1809,0.7,0.07,1.0805,"WMa,TruStrain™"
,24,24,31.49,26.14,704.22,169.66,0.241,1.1529E+05,1.01,7.2802,0.7,0.07,1.0954,"WMa,TruStrain™"
,25,25,32.49,26.18,691.38,180.03,0.26,1.1371E+05,1.01,7.1805,0.7,0.07,1.0804,"WMa,TruStrain™"
,26,26,33.49,26.17,707.13,173.28,0.245,1.1587E+05,1.01,7.3172,0.7,0.07,1.101,"WMa,TruStrain™"
,27,27,34.49,26.14,719.03,169.5,0.236,1.1757E+05,1,7.4242,0.7,0.07,1.1171,"WMa,TruStrain™"
,28,28,35.49,26.1,702.02,174.93,0.249,1.1515E+05,1.01,7.2715,0.7,0.07,1.0941,"WMa,TruStrain™"
,29,29,36.49,26.18,696.97,180.09,0.258,1.1457E+05,1.01,7.235,0.7,0.07,1.0886,"WMa,TruStrain™"
,30,30,37.49,26.23,717.03,170.47,0.238,1.173E+05,1.01,7.4072,0.7,0.07,1.1146,"WMa,TruStrain™"
,,,,,,,,,,,,,,
Result:,Stress Relaxation,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Interval and data points:,1,94,,,,,,,,,,,,
Interval data:,Point No.,Time,Test Time,Temperature,Storage Modulus,Loss Modulus,Loss Factor,Complex Viscosity,Shear Strain,Shear Stress,Gap,Normal Force,Torque,Status
,,,,,,,,,,,,,,
,,[s],[s],[°C],[Pa],[Pa],[1],[mPa·s],[%],[Pa],[mm],[N],[µN·m],
,1,0.5,47.17,26.18,,,,,10,61.52,0.7,0.07,9.2569,Dy_auto
,2,1.009,47.68,26.15,,,,,10,56.132,0.7,0.07,8.4461,Dy_auto
,3,1.527,48.2,26.15,,,,,10,52.158,0.7,0.07,7.8481,Dy_auto
,4,2.055,48.73,26.15,,,,,10,51.038,0.7,0.07,7.6796,Dy_auto
,5,2.592,49.26,26.16,,,,,10,49.885,0.7,0.07,7.5061,Dy_auto
,6,3.138,49.81,26.18,,,,,10,45.875,0.7,0.07,6.9027,Dy_auto
,7,3.694,50.36,26.17,,,,,10,47.95,0.7,0.07,7.215,Dy_auto
,8,4.26,50.93,26.15,,,,,10,46.873,0.7,0.07,7.053,Dy_auto
,9,4.836,51.51,26.13,,,,,10,47.91,0.7,0.07,7.209,Dy_auto
,10,5.423,52.09,26.12,,,,,10,49.038,0.7,0.07,7.3786,Dy_auto
,11,6.02,52.69,26.17,,,,,10,47.917,0.7,0.07,7.21,Dy_auto
,12,6.627,53.3,26.22,,,,,10,45.941,0.7,0.07,6.9127,Dy_auto
,13,7.246,53.92,26.2,,,,,10,44.469,0.7,0.07,6.6912,Dy_auto
,14,7.875,54.55,26.2,,,,,10,44.143,0.7,0.07,6.6421,Dy_auto
,15,8.516,55.19,26.16,,,,,10,44.484,0.7,0.07,6.6935,Dy_auto
,16,9.169,55.84,26.2,,,,,10,43.445,0.7,0.07,6.537,Dy_auto
,17,9.833,56.5,26.14,,,,,10,44.421,0.7,0.07,6.6839,Dy_auto
,18,10.508,57.18,26.14,,,,,10,43.433,0.7,0.07,6.5353,Dy_auto
,19,11.196,57.87,26.19,,,,,10,43.886,0.7,0.07,6.6034,Dy_auto
,20,11.897,58.57,26.14,,,,,10,45.439,0.7,0.07,6.8371,Dy_auto
,21,12.609,59.28,26.19,,,,,10,42.975,0.7,0.07,6.4664,Dy_auto
,22,13.335,60.01,26.14,,,,,10,43.174,0.7,0.07,6.4963,Dy_auto
,23,14.073,60.74,26.18,,,,,10,42.638,0.7,0.07,6.4157,Dy_auto
,24,14.825,61.5,26.19,,,,,10,41.732,0.7,0.07,6.2794,Dy_auto
,25,15.59,62.26,26.25,,,,,10,42.284,0.7,0.07,6.3625,Dy_auto
,26,16.369,63.04,26.13,,,,,10,41.357,0.7,0.07,6.2229,Dy_auto
,27,17.162,63.83,26.16,,,,,10,41.66,0.7,0.07,6.2686,Dy_auto
,28,17.969,64.64,26.25,,,,,10,42.155,0.7,0.07,6.343,Dy_auto
,29,18.79,65.46,26.24,,,,,10,39.641,0.7,0.07,5.9648,Dy_auto
,30,19.626,66.3,26.22,,,,,10,42.315,0.7,0.07,6.3671,Dy_auto
,31,20.477,67.15,26.19,,,,,10,42.508,0.7,0.07,6.3961,Dy_auto
,32,21.344,68.01,26.18,,,,,10,41.069,0.7,0.07,6.1796,Dy_auto
,33,22.225,68.9,26.18,,,,,10,40.868,0.7,0.07,6.1493,Dy_auto
,34,23.123,69.79,26.23,,,,,10,40.318,0.7,0.07,6.0666,Dy_auto
,35,24.036,70.71,26.13,,,,,10,41.063,0.7,0.07,6.1787,Dy_auto
,36,24.966,71.64,26.17,,,,,10,40.029,0.7,0.07,6.0231,Dy_auto
,37,25.913,72.58,26.18,,,,,10,41.043,0.7,0.07,6.1757,Dy_auto
,38,26.876,73.55,26.18,,,,,10,41.041,0.7,0.07,6.1753,Dy_auto
,39,27.857,74.53,26.17,,,,,10,38.914,0.7,0.07,5.8553,Dy_auto
,40,28.855,75.53,26.16,,,,,10,40.42,0.7,0.07,6.082,Dy_auto
,41,29.871,76.54,26.2,,,,,10,39.698,0.7,0.07,5.9733,Dy_auto
,42,30.905,77.58,26.19,,,,,10,40.005,0.7,0.07,6.0196,Dy_auto
,43,31.958,78.63,26.19,,,,,10,39.486,0.7,0.07,5.9413,Dy_auto
,44,33.03,79.7,26.19,,,,,10,39.92,0.7,0.07,6.0067,Dy_auto
,45,34.121,80.79,26.19,,,,,10,39.422,0.7,0.07,5.9318,Dy_auto
,46,35.231,81.9,26.15,,,,,10,40.142,0.7,0.07,6.0401,Dy_auto
,47,36.361,83.03,26.2,,,,,10,40.036,0.7,0.07,6.0242,Dy_auto
,48,37.511,84.18,26.24,,,,,10,38.974,0.7,0.07,5.8643,Dy_auto
,49,38.682,85.35,26.16,,,,,10,39.214,0.7,0.07,5.9004,Dy_auto
,50,39.874,86.54,26.14,,,,,10,38.892,0.7,0.07,5.852,Dy_auto
,51,41.087,87.76,26.21,,,,,10,39.408,0.7,0.07,5.9297,Dy_auto
,52,42.322,88.99,26.15,,,,,10,39.502,0.7,0.07,5.9438,Dy_auto
,53,43.579,90.25,26.21,,,,,10,39.735,0.7,0.07,5.9789,Dy_auto
,54,44.858,91.53,26.2,,,,,10,38.8,0.7,0.06,5.8382,Dy_auto
,55,46.161,92.83,26.19,,,,,10,38.835,0.7,0.06,5.8435,Dy_auto
,56,47.486,94.16,26.18,,,,,10,39.934,0.7,0.06,6.0088,Dy_auto
,57,48.836,95.51,26.23,,,,,10,39.422,0.7,0.06,5.9317,Dy_auto
,58,50.209,96.88,26.13,,,,,10,39.466,0.7,0.06,5.9384,Dy_auto
,59,51.607,98.28,26.23,,,,,10,39.166,0.7,0.06,5.8932,Dy_auto
,60,53.03,99.7,26.2,,,,,10,38.662,0.7,0.06,5.8174,Dy_auto
,61,54.478,101.1,26.18,,,,,10,39.179,0.7,0.06,5.8953,Dy_auto
,62,55.953,102.6,26.21,,,,,10,39.017,0.7,0.06,5.8708,Dy_auto
,63,57.454,104.1,26.2,,,,,10,38.57,0.7,0.06,5.8036,Dy_auto
,64,58.981,105.7,26.23,,,,,10,38.687,0.7,0.06,5.8212,Dy_auto
,65,60.536,107.2,26.22,,,,,10,38.917,0.7,0.06,5.8558,Dy_auto
,66,62.119,108.8,26.18,,,,,10,38.017,0.7,0.06,5.7204,Dy_auto
,67,63.73,110.4,26.21,,,,,10,37.205,0.7,0.06,5.5982,Dy_auto
,68,65.37,112,26.17,,,,,10,38.44,0.7,0.06,5.7839,Dy_auto
,69,67.039,113.7,26.22,,,,,10,38.392,0.7,0.06,5.7768,Dy_auto
,70,68.738,115.4,26.23,,,,,10,38.14,0.7,0.06,5.7388,Dy_auto
,71,70.467,117.1,26.22,,,,,10,37.496,0.7,0.06,5.642,Dy_auto
,72,72.228,118.9,26.2,,,,,10,38.196,0.7,0.06,5.7473,Dy_auto
,73,74.019,120.7,26.24,,,,,10,38.399,0.7,0.06,5.7779,Dy_auto
,74,75.843,122.5,26.22,,,,,10,37.826,0.7,0.06,5.6917,Dy_auto
,75,77.7,124.4,26.21,,,,,10,37.895,0.7,0.06,5.702,Dy_auto
,76,79.589,126.3,26.25,,,,,10,37.125,0.7,0.06,5.5861,Dy_auto
,77,81.513,128.2,26.21,,,,,10,37.492,0.7,0.06,5.6413,Dy_auto
,78,83.471,130.1,26.24,,,,,10,38.293,0.7,0.06,5.7618,Dy_auto
,79,85.464,132.1,26.2,,,,,10,37.214,0.7,0.06,5.5996,Dy_auto
,80,87.492,134.2,26.22,,,,,10,37.624,0.7,0.06,5.6613,Dy_auto
,81,89.557,136.2,26.25,,,,,10,38.283,0.7,0.06,5.7604,Dy_auto
,82,91.659,138.3,26.23,,,,,10,37.495,0.7,0.06,5.6418,Dy_auto
,83,93.798,140.5,26.23,,,,,10,37.671,0.7,0.06,5.6683,Dy_auto
,84,95.976,142.6,26.19,,,,,10,37.203,0.7,0.06,5.5979,Dy_auto
,85,98.193,144.9,26.22,,,,,10,37.574,0.7,0.06,5.6537,Dy_auto
,86,100.449,147.1,26.2,,,,,10,36.893,0.7,0.06,5.5513,Dy_auto
,87,102.745,149.4,26.21,,,,,10,37.432,0.7,0.06,5.6324,Dy_auto
,88,105.083,151.8,26.24,,,,,10,36.605,0.7,0.06,5.5079,Dy_auto
,89,107.462,154.1,26.19,,,,,10,37.689,0.7,0.06,5.671,Dy_auto
,90,109.884,156.6,26.23,,,,,10,37.04,0.7,0.06,5.5734,Dy_auto
,91,112.35,159,26.26,,,,,10,37.252,0.7,0.06,5.6053,Dy_auto
,92,114.859,161.5,26.23,,,,,10,36.851,0.7,0.06,5.5449,Dy_auto
,93,117.414,164.1,26.21,,,,,10,36.752,0.7,0.06,5.53,Dy_auto
,94,120.014,166.7,26.26,,,,,10,36.648,0.7,0.06,5.5143,Dy_auto
,,,,,,,,,,,,,,
Test:,60k_r3,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Result:,Time Sweep,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Interval and data points:,1,10,,,,,,,,,,,,
Interval data:,Point No.,Time,Test Time,Temperature,Storage Modulus,Loss Modulus,Loss Factor,Complex Viscosity,Shear Strain,Shear Stress,Gap,Normal Force,Torque,Status
,,,,,,,,,,,,,,
,,[s],[s],[°C],[Pa],[Pa],[1],[mPa·s],[%],[Pa],[mm],[N],[µN·m],
,1,1,8.203,26.76,13354,0.6677,5E-05,2.1254E+06,0.789,105.39,0.85,0.1,15.858,"ME-,WMa,taD,TruStrain™"
,2,2,9.203,26.76,434.72,297.58,0.685,83845,1,5.2686,0.85,0.1,0.79275,"MV-,WMa,TruStrain™"
,3,3,10.2,26.71,1241,37.009,0.0298,1.976E+05,1,12.416,0.85,0.1,1.8682,"MV-,WMa,TruStrain™"
,4,4,11.2,26.8,870.22,130.22,0.15,1.4004E+05,1,8.8122,0.85,0.1,1.326,"WMa,TruStrain™"
,5,5,12.2,26.81,846.67,133.28,0.157,1.3641E+05,1,8.6006,0.85,0.1,1.2941,"WMa,TruStrain™"
,6,6,13.2,26.67,858.46,128.49,0.15,1.3815E+05,1,8.7177,0.85,0.1,1.3117,"WMa,TruStrain™"
,7,7,14.2,26.76,845.05,131.48,0.156,1.3611E+05,1,8.5932,0.85,0.1,1.293,"WMa,TruStrain™"
,8,8,15.2,26.76,845.23,135.34,0.16,1.3624E+05,1,8.6026,0.85,0.1,1.2944,"WMa,TruStrain™"
,9,9,16.2,26.8,846.39,132.92,0.157,1.3636E+05,1.01,8.6107,0.85,0.1,1.2956,"WMa,TruStrain™"
,10,10,17.2,26.71,852.74,132.37,0.155,1.3734E+05,1.01,8.673,0.85,0.1,1.305,"WMa,TruStrain™"
,,,,,,,,,,,,,,
Result:,Stress Relaxation,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Interval and data points:,1,65,,,,,,,,,,,,
Interval data:,Point No.,Time,Test Time,Temperature,Storage Modulus,Loss Modulus,Loss Factor,Complex Viscosity,Shear Strain,Shear Stress,Gap,Normal Force,Torque,Status
,,,,,,,,,,,,,,
,,[s],[s],[°C],[Pa],[Pa],[1],[mPa·s],[%],[Pa],[mm],[N],[µN·m],
,1,0.5,27.11,26.74,,,,,10,74.783,0.85,0.1,11.253,Dy_auto
,2,1.009,27.62,26.75,,,,,10,70.958,0.85,0.1,10.677,Dy_auto
,3,1.527,28.13,26.75,,,,,10,73.108,0.85,0.1,11,Dy_auto
,4,2.055,28.66,26.76,,,,,10,74.028,0.85,0.1,11.139,Dy_auto
,5,2.592,29.2,26.76,,,,,10,67.232,0.85,0.1,10.116,Dy_auto
,6,3.138,29.74,26.75,,,,,10,69.456,0.85,0.1,10.451,Dy_auto
,7,3.694,30.3,26.86,,,,,10,66.842,0.85,0.1,10.058,Dy_auto
,8,4.26,30.87,26.73,,,,,10,68.276,0.85,0.1,10.273,Dy_auto
,9,4.836,31.44,26.71,,,,,10,67.508,0.85,0.1,10.158,Dy_auto
,10,5.423,32.03,26.76,,,,,10,69.485,0.85,0.1,10.455,Dy_auto
,11,6.02,32.63,26.78,,,,,10,66.497,0.85,0.1,10.006,Dy_auto
,12,6.627,33.23,26.74,,,,,10,67.747,0.85,0.1,10.194,Dy_auto
,13,7.246,33.85,26.76,,,,,10,66.543,0.85,0.1,10.013,Dy_auto
,14,7.876,34.48,26.72,,,,,10,64.021,0.85,0.1,9.6332,Dy_auto
,15,8.516,35.12,26.75,,,,,10,67.289,0.85,0.1,10.125,Dy_auto
,16,9.169,35.78,26.78,,,,,10,66.054,0.85,0.1,9.9391,Dy_auto
,17,9.833,36.44,26.75,,,,,10,65.006,0.85,0.1,9.7813,Dy_auto
,18,10.509,37.12,26.8,,,,,10,64.903,0.85,0.1,9.7658,Dy_auto
,19,11.197,37.8,26.69,,,,,10,65.185,0.85,0.1,9.8082,Dy_auto
,20,11.897,38.5,26.74,,,,,10,64.689,0.85,0.1,9.7337,Dy_auto
,21,12.61,39.22,26.84,,,,,10,64.458,0.85,0.1,9.699,Dy_auto
,22,13.335,39.94,26.81,,,,,10,64.101,0.85,0.1,9.6452,Dy_auto
,23,14.074,40.68,26.79,,,,,10,64.365,0.85,0.1,9.6849,Dy_auto
,24,14.825,41.43,26.72,,,,,10,65.491,0.85,0.1,9.8544,Dy_auto
,25,15.59,42.2,26.7,,,,,10,65.142,0.85,0.1,9.8019,Dy_auto
,26,16.369,42.98,26.77,,,,,10,63.426,0.85,0.1,9.5436,Dy_auto
,27,17.162,43.77,26.77,,,,,10,64.236,0.85,0.1,9.6656,Dy_auto
,28,17.969,44.58,26.81,,,,,10,64.593,0.85,0.1,9.7192,Dy_auto
,29,18.79,45.4,26.67,,,,,10,63.237,0.85,0.1,9.5151,Dy_auto
,30,19.627,46.23,26.75,,,,,10,64.881,0.85,0.1,9.7625,Dy_auto
,31,20.478,47.08,26.76,,,,,10,64.271,0.85,0.1,9.6708,Dy_auto
,32,21.344,47.95,26.79,,,,,10,64.311,0.85,0.1,9.6767,Dy_auto
,33,22.226,48.83,26.72,,,,,10,62.156,0.85,0.09,9.3525,Dy_auto
,34,23.123,49.73,26.7,,,,,10,63.537,0.85,0.09,9.5603,Dy_auto
,35,24.037,50.64,26.79,,,,,10,61.742,0.85,0.09,9.2902,Dy_auto
,36,24.967,51.57,26.77,,,,,10,62.068,0.85,0.09,9.3393,Dy_auto
,37,25.913,52.52,26.73,,,,,10,63.622,0.85,0.09,9.5731,Dy_auto
,38,26.877,53.48,26.75,,,,,10,63.15,0.85,0.09,9.5022,Dy_auto
,39,27.857,54.46,26.81,,,,,10,63.62,0.85,0.09,9.5728,Dy_auto
,40,28.856,55.46,26.79,,,,,10,62.759,0.85,0.09,9.4433,Dy_auto
,41,29.872,56.48,26.72,,,,,10,64.619,0.85,0.09,9.7232,Dy_auto
,42,30.906,57.51,26.72,,,,,10,62.724,0.85,0.09,9.438,Dy_auto
,43,31.959,58.57,26.78,,,,,10,62.659,0.85,0.09,9.4283,Dy_auto
,44,33.031,59.64,26.82,,,,,10,61.541,0.85,0.09,9.26,Dy_auto
,45,34.121,60.73,26.69,,,,,10,61.798,0.85,0.09,9.2986,Dy_auto
,46,35.232,61.84,26.81,,,,,10,62.074,0.85,0.09,9.3402,Dy_auto
,47,36.362,62.97,26.81,,,,,10,62.079,0.85,0.09,9.3409,Dy_auto
,48,37.512,64.12,26.74,,,,,10,61.186,0.85,0.09,9.2065,Dy_auto
,49,38.683,65.29,26.79,,,,,10,63.903,0.85,0.09,9.6154,Dy_auto
,50,39.875,66.48,26.77,,,,,10,62.618,0.85,0.09,9.4221,Dy_auto
,51,41.088,67.69,26.74,,,,,10,63.451,0.85,0.09,9.5474,Dy_auto
,52,42.323,68.93,26.76,,,,,10,62.208,0.85,0.09,9.3603,Dy_auto
,53,43.58,70.19,26.82,,,,,10,62.298,0.85,0.09,9.3739,Dy_auto
,54,44.86,71.47,26.72,,,,,10,62.26,0.85,0.09,9.3682,Dy_auto
,55,46.162,72.77,26.79,,,,,10,62.788,0.85,0.09,9.4476,Dy_auto
,56,47.488,74.09,26.8,,,,,10,60.663,0.85,0.09,9.1279,Dy_auto
,57,48.837,75.44,26.75,,,,,10,61.713,0.85,0.09,9.2859,Dy_auto
,58,50.211,76.82,26.8,,,,,10,62.214,0.85,0.09,9.3612,Dy_auto
,59,51.609,78.22,26.78,,,,,10,62.345,0.85,0.09,9.3809,Dy_auto
,60,53.032,79.64,26.73,,,,,10,61.727,0.85,0.09,9.2879,Dy_auto
,61,54.48,81.09,26.8,,,,,10,61.605,0.85,0.09,9.2696,Dy_auto
,62,55.955,82.56,26.75,,,,,10,62.053,0.85,0.09,9.337,Dy_auto
,63,57.456,84.06,26.79,,,,,10,61.816,0.85,0.09,9.3014,Dy_auto
,64,58.983,85.59,26.81,,,,,10,60.848,0.85,0.09,9.1557,Dy_auto
,65,60.538,87.14,26.76,,,,,10,59.882,0.85,0.09,9.0104,Dy_auto
,,,,,,,,,,,,,,
Test:,60k_r4,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Result:,Time Sweep,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Interval and data points:,1,10,,,,,,,,,,,,
Interval data:,Point No.,Time,Test Time,Temperature,Storage Modulus,Loss Modulus,Loss Factor,Complex Viscosity,Shear Strain,Shear Stress,Gap,Normal Force,Torque,Status
,,,,,,,,,,,,,,
,,[s],[s],[°C],[Pa],[Pa],[1],[mPa·s],[%],[Pa],[mm],[N],[µN·m],
,1,1,8.294,26.95,0.553,11060,2E+04,1.7602E+06,0.789,87.288,0.7,0.17,13.134,"ME-,WMa,taD,TruStrain™"
,2,2,9.294,26.88,483.88,314.66,0.65,91863,1,5.7724,0.7,0.17,0.86856,"MV-,WMa,TruStrain™"
,3,3,10.29,26.96,1197.2,10.061,0.0084,1.9055E+05,1,11.973,0.7,0.17,1.8016,"WMa,TruStrain™"
,4,4,11.29,27,875.4,155.91,0.178,1.4152E+05,1,8.9052,0.7,0.17,1.3399,"WMa,TruStrain™"
,5,5,12.29,26.87,848.6,173.27,0.204,1.3784E+05,1,8.6911,0.7,0.17,1.3077,"WMa,TruStrain™"
,6,6,13.29,26.94,861.41,153.04,0.178,1.3924E+05,1,8.7868,0.7,0.17,1.3221,"WMa,TruStrain™"
,7,7,14.29,26.95,861.94,156.09,0.181,1.3941E+05,1,8.8015,0.7,0.17,1.3243,"WMa,TruStrain™"
,8,8,15.29,26.95,866.97,152.79,0.176,1.4011E+05,1,8.8471,0.7,0.17,1.3312,"WMa,TruStrain™"
,9,9,16.29,26.89,847.6,156.97,0.185,1.3719E+05,1.01,8.6636,0.7,0.17,1.3036,"WMa,TruStrain™"
,10,10,17.29,26.95,851.4,164.57,0.193,1.3801E+05,1.01,8.7155,0.7,0.17,1.3114,"WMa,TruStrain™"
,,,,,,,,,,,,,,
Result:,Stress Relaxation,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Interval and data points:,1,65,,,,,,,,,,,,
Interval data:,Point No.,Time,Test Time,Temperature,Storage Modulus,Loss Modulus,Loss Factor,Complex Viscosity,Shear Strain,Shear Stress,Gap,Normal Force,Torque,Status
,,,,,,,,,,,,,,
,,[s],[s],[°C],[Pa],[Pa],[1],[mPa·s],[%],[Pa],[mm],[N],[µN·m],
,1,0.5,26.75,26.96,,,,,10,85.465,0.7,0.17,12.86,Dy_auto
,2,1.009,27.26,26.91,,,,,10,76.544,0.7,0.17,11.518,Dy_auto
,3,1.527,27.78,26.93,,,,,10,74.753,0.7,0.17,11.248,Dy_auto
,4,2.055,28.31,27.01,,,,,10,73.68,0.7,0.17,11.087,Dy_auto
,5,2.592,28.84,26.93,,,,,10,69.951,0.7,0.17,10.526,Dy_auto
,6,3.138,29.39,27.01,,,,,10,71.588,0.7,0.17,10.772,Dy_auto
,7,3.694,29.94,26.92,,,,,10,70.649,0.7,0.17,10.63,Dy_auto
,8,4.26,30.51,26.9,,,,,10,70.657,0.7,0.17,10.632,Dy_auto
,9,4.836,31.09,26.94,,,,,10,66.811,0.7,0.17,10.053,Dy_auto
,10,5.423,31.67,26.95,,,,,10,70.045,0.7,0.17,10.54,Dy_auto
,11,6.02,32.27,26.93,,,,,10,69.459,0.7,0.17,10.451,Dy_auto
,12,6.627,32.88,27,,,,,10,67.362,0.7,0.17,10.136,Dy_auto
,13,7.246,33.5,26.9,,,,,10,67.227,0.7,0.17,10.116,Dy_auto
,14,7.876,34.13,26.88,,,,,10,64.43,0.7,0.17,9.6947,Dy_auto
,15,8.516,34.77,26.92,,,,,10,65.696,0.7,0.17,9.8852,Dy_auto
,16,9.169,35.42,26.92,,,,,10,64.627,0.7,0.17,9.7244,Dy_auto
,17,9.833,36.08,26.99,,,,,10,67.814,0.7,0.17,10.204,Dy_auto
,18,10.509,36.76,26.97,,,,,10,64.526,0.7,0.17,9.7092,Dy_auto
,19,11.197,37.45,26.94,,,,,10,66.751,0.7,0.17,10.044,Dy_auto
,20,11.897,38.15,26.95,,,,,10,65.367,0.7,0.17,9.8357,Dy_auto
,21,12.61,38.86,26.97,,,,,10,65.203,0.7,0.17,9.811,Dy_auto
,22,13.335,39.59,26.97,,,,,10,63.998,0.7,0.17,9.6296,Dy_auto
,23,14.074,40.32,26.99,,,,,10,66.649,0.7,0.17,10.029,Dy_auto
,24,14.825,41.08,26.92,,,,,10,65.168,0.7,0.17,9.8057,Dy_auto
,25,15.59,41.84,26.92,,,,,10,64.33,0.7,0.17,9.6796,Dy_auto
,26,16.369,42.62,26.96,,,,,10,63.351,0.7,0.17,9.5323,Dy_auto
,27,17.162,43.41,27.01,,,,,10,63.761,0.7,0.17,9.594,Dy_auto
,28,17.969,44.22,26.91,,,,,10,64.15,0.7,0.17,9.6526,Dy_auto
,29,18.79,45.04,26.92,,,,,10,64.364,0.7,0.17,9.6848,Dy_auto
,30,19.627,45.88,26.96,,,,,10,63.477,0.7,0.17,9.5513,Dy_auto
